id,name,age,salary,city,score,join_date,comment
***-***-382,V***,25.0,,,95.93,,excellent!!!
***-***-383,K***,35.0,***-***-00.0,KO***,24.3,,#na#
***-***-384,M***,20.0,***-***-00.0,HY***,80.66,***-***-3-40,good
***-***-385,L***,999.0,***-***-00.0,MU***,,***-***-3-40,avg
***-***-386,C***,30.0,***-***-00.0,LO***,94.01,***-***-1-01,excellent!!!
***-***-387,A***,999.0,***-***-00.0,LO***,68.75,***-***-date,
***-***-388,T***,999.0,***-***-00.0,DE***,3.83,***-***-3-40,???
***-***-389,P***,30.0,***-***-00.0,MU***,85.4,***-***-3-40,excellent!!!
***-***-390,Z***,30.0,***-***-00.0,DE***,10.22,***-***-3-40,
***-***-391,V***,35.0,***-***-00.0,NY***,29.62,***-***-1-01,#na#
***-***-392,L***,25.0,***-***-00.0,MU***,42.23,***-***-3-40,excellent!!!
***-***-393,J***,25.0,***-***-00.0,NY***,85.09,,avg
***-***-394,N***,30.0,,PU***,3.32,***-***-5-10,excellent!!!
***-***-395,U***,30.0,***-***-00.0,HY***,46.73,***-***-5-10,
***-***-396,A***,999.0,***-***-00.0,MU***,14.89,***-***-3-40,avg
***-***-397,X***,999.0,***-***-00.0,,,***-***-3-40,???
***-***-398,X***,-5.0,***-***-00.0,CH***,49.75,***-***-3-40,good
***-***-399,H***,,***-***-00.0,MU***,77.7,***-***-3-40,avg
***-***-400,L***,,***-***-00.0,BA***,0.75,***-***-3-40,???
***-***-401,X***,,***-***-00.0,CH***,37.56,***-***-date,#na#
***-***-402,O***,35.0,***-***-00.0,BA***,20.67,***-***-3-40,bad
***-***-403,Y***,35.0,***-***-00.0,MU***,98.71,***-***-date,
***-***-404,U***,-5.0,***-***-00.0,BA***,64.57,***-***-5-10,avg
***-***-405,G***,35.0,***-***-00.0,CH***,63.01,***-***-3-40,excellent!!!
***-***-406,V***,,***-***-00.0,CH***,7.97,***-***-5-10,excellent!!!
***-***-407,Z***,-5.0,***-***-00.0,LO***,24.73,***-***-date,excellent!!!
***-***-408,Q***,-5.0,,LO***,22.62,***-***-5-10,
***-***-409,O***,35.0,***-***-00.0,HY***,50.47,***-***-1-01,bad
***-***-410,R***,40.0,***-***-00.0,BA***,48.89,***-***-1-01,#na#
***-***-411,X***,999.0,***-***-00.0,CH***,66.21,***-***-5-10,good
***-***-412,G***,35.0,***-***-00.0,PU***,17.29,***-***-date,
***-***-413,O***,25.0,***-***-00.0,MU***,62.55,***-***-1-01,???
***-***-414,O***,,***-***-00.0,PU***,69.38,,avg
***-***-415,C***,30.0,***-***-00.0,PU***,,,???
***-***-416,Z***,25.0,***-***-00.0,HY***,47.13,***-***-1-01,excellent!!!
***-***-417,J***,40.0,***-***-00.0,LO***,24.7,***-***-1-01,
***-***-418,B***,-5.0,***-***-00.0,PU***,85.91,***-***-3-40,good
***-***-419,A***,,***-***-00.0,CH***,17.28,***-***-3-40,???
***-***-420,S***,35.0,***-***-00.0,,76.43,***-***-date,bad
***-***-421,Q***,999.0,,KO***,50.86,***-***-5-10,good
***-***-422,V***,35.0,***-***-00.0,DE***,40.44,***-***-3-40,???
***-***-423,N***,35.0,***-***-00.0,MU***,72.29,***-***-5-10,
***-***-424,P***,20.0,***-***-00.0,CH***,,***-***-5-10,
***-***-425,P***,35.0,***-***-00.0,HY***,57.23,***-***-3-40,???
***-***-426,G***,,,LO***,23.42,,
***-***-427,R***,40.0,***-***-00.0,MU***,20.77,***-***-5-10,bad
***-***-428,X***,-5.0,***-***-00.0,MU***,1.22,***-***-1-01,excellent!!!
***-***-429,O***,30.0,***-***-00.0,PU***,55.44,,avg
***-***-430,E***,,***-***-00.0,,53.43,***-***-5-10,???
***-***-431,J***,40.0,***-***-00.0,LO***,44.64,***-***-date,bad
***-***-432,F***,30.0,***-***-00.0,LO***,,***-***-5-10,
***-***-433,Q***,25.0,***-***-00.0,HY***,61.47,***-***-date,bad
***-***-434,Y***,25.0,***-***-00.0,MU***,85.18,***-***-5-10,avg
***-***-435,A***,40.0,,PU***,,***-***-5-10,bad
***-***-436,M***,,***-***-00.0,BA***,99.0,***-***-1-01,
***-***-437,I***,,***-***-00.0,NY***,12.68,***-***-5-10,excellent!!!
***-***-438,Y***,999.0,***-***-00.0,KO***,19.2,***-***-1-01,good
***-***-439,E***,25.0,***-***-00.0,BA***,98.38,***-***-date,excellent!!!
***-***-440,A***,-5.0,***-***-00.0,HY***,8.44,,bad
***-***-441,W***,20.0,,,,***-***-3-40,
***-***-442,I***,40.0,***-***-00.0,,22.14,,???
***-***-443,I***,25.0,,LO***,16.17,***-***-1-01,excellent!!!
***-***-444,V***,20.0,,HY***,71.11,,avg
***-***-445,L***,30.0,***-***-00.0,LO***,35.7,***-***-date,good
***-***-446,P***,20.0,***-***-00.0,MU***,76.01,***-***-date,good
***-***-447,F***,25.0,***-***-00.0,HY***,83.19,***-***-date,excellent!!!
***-***-448,F***,25.0,,NY***,87.04,***-***-1-01,???
***-***-449,U***,25.0,***-***-00.0,CH***,18.44,***-***-3-40,avg
***-***-450,,40.0,***-***-00.0,HY***,33.71,***-***-1-01,???
***-***-451,W***,20.0,***-***-00.0,KO***,26.72,***-***-1-01,good
***-***-452,F***,-5.0,***-***-00.0,,90.71,,
***-***-453,E***,30.0,***-***-00.0,KO***,92.11,***-***-5-10,
***-***-454,F***,40.0,***-***-00.0,CH***,55.42,,good
***-***-455,N***,35.0,***-***-00.0,NY***,59.09,***-***-date,#na#
***-***-456,U***,25.0,***-***-00.0,BA***,72.18,***-***-3-40,#na#
***-***-457,K***,25.0,***-***-00.0,CH***,85.09,,avg
***-***-458,T***,20.0,***-***-00.0,,91.6,***-***-5-10,#na#
***-***-459,C***,20.0,***-***-00.0,HY***,82.72,***-***-3-40,excellent!!!
***-***-460,A***,-5.0,***-***-00.0,DE***,37.28,***-***-1-01,good
***-***-461,V***,20.0,***-***-00.0,CH***,76.63,***-***-3-40,good
***-***-462,Y***,,***-***-00.0,BA***,61.29,***-***-1-01,avg
***-***-463,D***,-5.0,***-***-00.0,BA***,49.25,***-***-date,
***-***-464,Q***,35.0,,HY***,76.48,***-***-1-01,#na#
***-***-465,S***,-5.0,***-***-00.0,LO***,85.3,***-***-5-10,good
***-***-466,A***,-5.0,***-***-00.0,MU***,16.01,***-***-5-10,#na#
***-***-467,N***,35.0,***-***-00.0,PU***,0.77,***-***-date,bad
***-***-468,R***,35.0,***-***-00.0,KO***,91.79,***-***-date,good
***-***-469,N***,-5.0,***-***-00.0,,90.89,***-***-1-01,bad
***-***-470,T***,25.0,***-***-00.0,BA***,37.34,***-***-3-40,#na#
***-***-471,B***,40.0,***-***-00.0,,69.13,,???
***-***-472,E***,20.0,***-***-00.0,BA***,26.22,***-***-1-01,???
***-***-473,W***,999.0,***-***-00.0,MU***,61.36,,???
***-***-474,L***,25.0,***-***-00.0,PU***,50.63,***-***-date,#na#
***-***-475,H***,40.0,***-***-00.0,KO***,43.07,***-***-3-40,good
***-***-476,C***,35.0,***-***-00.0,NY***,20.98,,#na#
***-***-477,W***,30.0,***-***-00.0,DE***,26.27,***-***-5-10,bad
***-***-478,S***,30.0,***-***-00.0,HY***,75.83,,
***-***-479,T***,20.0,***-***-00.0,DE***,55.32,,???
***-***-480,I***,35.0,,DE***,56.46,***-***-5-10,avg
***-***-481,U***,30.0,***-***-00.0,BA***,13.99,***-***-date,excellent!!!
***-***-482,L***,,***-***-00.0,BA***,21.24,***-***-1-01,avg
***-***-483,W***,40.0,***-***-00.0,,59.91,***-***-5-10,bad
***-***-484,N***,40.0,***-***-00.0,LO***,54.64,***-***-date,???
***-***-485,X***,20.0,***-***-00.0,HY***,24.12,***-***-5-10,bad
***-***-486,Y***,25.0,***-***-00.0,NY***,62.32,***-***-5-10,good
***-***-487,T***,35.0,***-***-00.0,HY***,84.51,***-***-5-10,bad
***-***-488,A***,-5.0,***-***-00.0,NY***,34.78,***-***-5-10,???
***-***-489,,30.0,***-***-00.0,KO***,36.41,***-***-date,excellent!!!
***-***-490,P***,-5.0,***-***-00.0,NY***,24.55,***-***-5-10,#na#
***-***-491,I***,-5.0,***-***-00.0,LO***,3.18,***-***-5-10,bad
***-***-492,P***,999.0,***-***-00.0,LO***,66.73,***-***-1-01,avg
***-***-493,X***,35.0,***-***-00.0,BA***,8.38,***-***-5-10,#na#
***-***-494,L***,25.0,***-***-00.0,BA***,58.54,***-***-date,???
***-***-495,R***,25.0,***-***-00.0,NY***,86.9,***-***-1-01,avg
***-***-496,J***,,***-***-00.0,,43.9,***-***-5-10,#na#
***-***-497,M***,25.0,,KO***,70.82,***-***-1-01,avg
***-***-498,X***,35.0,***-***-00.0,,42.97,***-***-5-10,excellent!!!
***-***-499,L***,999.0,***-***-00.0,HY***,90.54,,bad
***-***-500,J***,999.0,***-***-00.0,PU***,26.85,***-***-date,bad
***-***-501,D***,,,DE***,12.91,***-***-date,excellent!!!
***-***-502,P***,25.0,***-***-00.0,NY***,47.41,***-***-5-10,avg
***-***-503,D***,35.0,***-***-00.0,BA***,4.33,***-***-date,
***-***-504,I***,20.0,***-***-00.0,HY***,94.26,***-***-1-01,good
***-***-505,S***,999.0,***-***-00.0,PU***,,***-***-5-10,avg
***-***-506,O***,-5.0,,KO***,53.71,***-***-1-01,good
***-***-507,F***,25.0,***-***-00.0,DE***,26.75,***-***-1-01,
***-***-508,L***,35.0,***-***-00.0,BA***,14.81,***-***-5-10,???
***-***-509,D***,35.0,***-***-00.0,MU***,28.76,***-***-3-40,excellent!!!
***-***-510,X***,40.0,***-***-00.0,KO***,32.02,***-***-date,excellent!!!
***-***-511,X***,35.0,***-***-00.0,DE***,70.47,***-***-3-40,#na#
***-***-512,U***,40.0,,LO***,65.22,***-***-1-01,#na#
***-***-513,W***,999.0,***-***-00.0,,47.96,***-***-date,good
***-***-514,B***,35.0,,LO***,22.04,***-***-date,#na#
***-***-515,V***,25.0,***-***-00.0,LO***,77.83,***-***-date,good
***-***-516,M***,40.0,***-***-00.0,NY***,33.67,,#na#
***-***-517,K***,-5.0,***-***-00.0,NY***,76.7,***-***-date,bad
***-***-518,V***,999.0,***-***-00.0,PU***,20.28,***-***-date,???
***-***-519,B***,25.0,***-***-00.0,HY***,82.13,,excellent!!!
***-***-520,N***,30.0,***-***-00.0,LO***,70.91,***-***-5-10,avg
***-***-521,U***,40.0,,CH***,66.43,***-***-5-10,good
***-***-522,Z***,20.0,***-***-00.0,NY***,39.64,***-***-5-10,bad
***-***-523,Q***,999.0,,CH***,63.5,***-***-3-40,good
***-***-524,G***,30.0,***-***-00.0,KO***,87.45,***-***-3-40,bad
***-***-525,X***,35.0,***-***-00.0,MU***,59.42,,#na#
***-***-526,Y***,-5.0,***-***-00.0,CH***,11.87,,bad
***-***-527,K***,,***-***-00.0,NY***,87.1,***-***-1-01,good
***-***-528,D***,40.0,***-***-00.0,MU***,89.11,***-***-5-10,
***-***-529,T***,20.0,***-***-00.0,CH***,36.33,***-***-3-40,#na#
***-***-530,E***,40.0,***-***-00.0,LO***,,***-***-date,good
***-***-531,S***,-5.0,***-***-00.0,MU***,,***-***-date,excellent!!!
***-***-532,G***,-5.0,***-***-00.0,KO***,88.89,,#na#
***-***-533,L***,-5.0,***-***-00.0,BA***,55.31,***-***-1-01,excellent!!!
***-***-534,L***,35.0,,PU***,42.24,***-***-1-01,excellent!!!
***-***-535,Q***,30.0,***-***-00.0,KO***,1.91,,good
***-***-536,V***,20.0,***-***-00.0,PU***,54.94,***-***-5-10,
***-***-537,X***,30.0,***-***-00.0,,32.0,***-***-5-10,???
***-***-538,N***,40.0,***-***-00.0,NY***,92.46,***-***-date,
***-***-539,B***,25.0,***-***-00.0,MU***,13.82,***-***-5-10,excellent!!!
***-***-540,B***,40.0,***-***-00.0,DE***,66.67,***-***-1-01,
***-***-541,D***,999.0,***-***-00.0,PU***,82.51,***-***-3-40,excellent!!!
***-***-542,W***,,***-***-00.0,LO***,62.46,,
***-***-543,E***,40.0,***-***-00.0,KO***,78.91,***-***-date,good
***-***-544,Z***,-5.0,***-***-00.0,BA***,66.0,***-***-1-01,bad
***-***-545,X***,25.0,***-***-00.0,MU***,84.32,,#na#
***-***-546,A***,35.0,,NY***,,***-***-5-10,excellent!!!
***-***-547,E***,999.0,***-***-00.0,LO***,12.64,,excellent!!!
***-***-548,B***,999.0,***-***-00.0,NY***,46.05,,???
***-***-549,C***,40.0,***-***-00.0,BA***,30.51,***-***-1-01,???
***-***-550,Q***,35.0,,PU***,92.31,***-***-3-40,avg
***-***-551,A***,999.0,***-***-00.0,CH***,12.81,***-***-5-10,excellent!!!
***-***-552,V***,25.0,***-***-00.0,NY***,40.01,***-***-3-40,bad
***-***-553,,30.0,***-***-00.0,NY***,52.97,***-***-date,#na#
***-***-554,S***,25.0,***-***-00.0,DE***,62.29,,bad
***-***-555,J***,25.0,***-***-00.0,LO***,59.95,***-***-3-40,
***-***-556,N***,-5.0,***-***-00.0,HY***,25.9,***-***-date,bad
***-***-557,B***,35.0,***-***-00.0,DE***,14.28,***-***-date,#na#
***-***-558,L***,25.0,***-***-00.0,CH***,42.08,***-***-3-40,excellent!!!
***-***-559,F***,20.0,***-***-00.0,,69.01,***-***-3-40,excellent!!!
***-***-560,Y***,,***-***-00.0,MU***,34.16,***-***-date,excellent!!!
***-***-561,C***,30.0,***-***-00.0,MU***,6.18,***-***-3-40,???
***-***-562,Q***,25.0,***-***-00.0,NY***,32.37,,#na#
***-***-563,Y***,,***-***-00.0,PU***,82.92,***-***-1-01,
***-***-564,R***,999.0,,HY***,11.61,,???
***-***-565,R***,30.0,***-***-00.0,HY***,60.73,,
***-***-566,E***,-5.0,,HY***,18.42,***-***-1-01,excellent!!!
***-***-567,T***,35.0,***-***-00.0,LO***,72.34,***-***-1-01,bad
***-***-568,X***,25.0,***-***-00.0,PU***,46.81,***-***-date,excellent!!!
***-***-569,T***,30.0,,MU***,38.63,***-***-5-10,excellent!!!
***-***-570,G***,35.0,***-***-00.0,DE***,,***-***-1-01,excellent!!!
***-***-571,E***,40.0,***-***-00.0,KO***,82.49,***-***-date,excellent!!!
***-***-572,O***,30.0,***-***-00.0,MU***,52.54,***-***-5-10,#na#
***-***-573,S***,30.0,,HY***,97.76,***-***-5-10,???
***-***-574,B***,999.0,***-***-00.0,LO***,80.54,***-***-5-10,good
***-***-575,G***,40.0,***-***-00.0,NY***,89.78,***-***-date,bad
***-***-576,D***,-5.0,***-***-00.0,KO***,76.9,***-***-5-10,excellent!!!
***-***-577,H***,999.0,***-***-00.0,CH***,61.77,***-***-date,
***-***-578,X***,999.0,***-***-00.0,CH***,85.59,,???
***-***-579,A***,,***-***-00.0,LO***,39.97,***-***-1-01,good
***-***-580,U***,20.0,***-***-00.0,NY***,36.45,***-***-5-10,good
***-***-581,D***,35.0,***-***-00.0,DE***,36.45,***-***-date,???
***-***-582,Y***,20.0,***-***-00.0,MU***,77.1,,
***-***-583,H***,25.0,***-***-00.0,BA***,28.22,***-***-1-01,#na#
***-***-584,B***,,***-***-00.0,KO***,70.1,,excellent!!!
***-***-585,L***,20.0,***-***-00.0,MU***,18.17,***-***-1-01,excellent!!!
***-***-586,Y***,-5.0,,LO***,90.9,,???
***-***-587,T***,-5.0,***-***-00.0,DE***,,***-***-5-10,bad
***-***-588,G***,35.0,***-***-00.0,DE***,27.35,***-***-3-40,
***-***-589,F***,20.0,,KO***,36.62,***-***-1-01,excellent!!!
***-***-590,L***,,,PU***,15.05,***-***-1-01,???
***-***-591,F***,,***-***-00.0,BA***,8.54,***-***-3-40,#na#
***-***-592,A***,-5.0,***-***-00.0,,11.39,***-***-3-40,good
***-***-593,Q***,-5.0,***-***-00.0,KO***,38.79,***-***-date,excellent!!!
***-***-594,P***,25.0,***-***-00.0,KO***,,***-***-1-01,bad
***-***-595,D***,40.0,***-***-00.0,DE***,84.99,***-***-3-40,#na#
***-***-596,S***,35.0,***-***-00.0,CH***,97.63,,bad
***-***-597,,999.0,***-***-00.0,KO***,95.11,***-***-date,bad
***-***-598,V***,25.0,***-***-00.0,MU***,11.42,,
***-***-599,P***,-5.0,***-***-00.0,,58.05,***-***-5-10,???
***-***-600,N***,25.0,***-***-00.0,NY***,24.71,***-***-date,avg
***-***-601,N***,,***-***-00.0,HY***,9.43,***-***-1-01,???
***-***-602,J***,25.0,,BA***,1.61,***-***-5-10,bad
***-***-603,J***,30.0,***-***-00.0,DE***,97.11,,#na#
***-***-604,N***,20.0,***-***-00.0,NY***,96.19,***-***-5-10,good
***-***-605,B***,40.0,***-***-00.0,MU***,45.71,***-***-1-01,excellent!!!
***-***-606,F***,999.0,***-***-00.0,MU***,90.3,***-***-3-40,???
***-***-607,U***,40.0,,,58.27,,excellent!!!
***-***-608,U***,40.0,***-***-00.0,HY***,30.41,,bad
***-***-609,O***,40.0,***-***-00.0,PU***,54.27,***-***-1-01,???
***-***-610,R***,999.0,***-***-00.0,BA***,97.24,,#na#
***-***-611,F***,30.0,***-***-00.0,DE***,97.55,,good
***-***-612,N***,-5.0,,DE***,,***-***-3-40,excellent!!!
***-***-613,K***,40.0,***-***-00.0,BA***,81.09,***-***-date,avg
***-***-614,G***,25.0,***-***-00.0,LO***,,***-***-1-01,good
***-***-615,E***,35.0,***-***-00.0,LO***,50.08,***-***-1-01,good
***-***-616,U***,-5.0,,DE***,55.66,***-***-date,???
***-***-617,D***,40.0,***-***-00.0,KO***,74.08,***-***-1-01,
***-***-618,C***,999.0,,,48.86,***-***-5-10,good
***-***-619,,999.0,***-***-00.0,BA***,83.95,***-***-date,good
***-***-620,A***,35.0,***-***-00.0,HY***,37.47,***-***-date,excellent!!!
***-***-621,D***,40.0,***-***-00.0,,49.18,***-***-5-10,#na#
***-***-622,Q***,999.0,***-***-00.0,DE***,38.87,***-***-3-40,bad
***-***-623,O***,40.0,***-***-00.0,,93.94,***-***-3-40,
***-***-624,C***,20.0,,CH***,69.39,,good
***-***-625,E***,,,DE***,,***-***-3-40,#na#
***-***-626,B***,-5.0,,HY***,47.63,***-***-date,excellent!!!
***-***-627,G***,,***-***-00.0,KO***,21.48,***-***-3-40,excellent!!!
***-***-628,O***,30.0,***-***-00.0,LO***,80.01,***-***-5-10,???
***-***-629,V***,20.0,***-***-00.0,DE***,,***-***-date,???
***-***-630,O***,-5.0,***-***-00.0,PU***,67.23,***-***-5-10,???
***-***-631,M***,30.0,***-***-00.0,,,***-***-1-01,excellent!!!
***-***-632,T***,40.0,***-***-00.0,MU***,59.51,***-***-5-10,#na#
***-***-633,J***,999.0,,DE***,23.29,***-***-1-01,#na#
***-***-634,H***,35.0,,NY***,83.78,***-***-date,good
***-***-635,X***,25.0,***-***-00.0,PU***,89.69,,good
***-***-636,L***,25.0,***-***-00.0,CH***,22.16,,???
***-***-637,X***,35.0,***-***-00.0,LO***,59.81,***-***-3-40,???
***-***-638,Q***,40.0,***-***-00.0,CH***,75.12,***-***-5-10,good
***-***-639,I***,35.0,***-***-00.0,CH***,,***-***-1-01,good
***-***-640,P***,35.0,***-***-00.0,MU***,17.12,***-***-5-10,good
***-***-641,B***,25.0,***-***-00.0,MU***,63.65,***-***-date,excellent!!!
***-***-642,T***,35.0,***-***-00.0,CH***,95.58,,#na#
***-***-643,H***,30.0,***-***-00.0,DE***,70.72,***-***-3-40,???
***-***-644,Y***,20.0,***-***-00.0,BA***,88.17,,good
***-***-645,T***,25.0,***-***-00.0,BA***,94.77,***-***-date,excellent!!!
***-***-646,U***,999.0,***-***-00.0,NY***,37.41,***-***-date,#na#
***-***-647,U***,20.0,***-***-00.0,DE***,92.97,,#na#
***-***-648,B***,-5.0,***-***-00.0,BA***,5.1,***-***-date,
***-***-649,H***,999.0,***-***-00.0,PU***,99.62,***-***-3-40,avg
***-***-650,U***,30.0,***-***-00.0,NY***,79.55,***-***-1-01,avg
***-***-651,S***,999.0,***-***-00.0,MU***,48.53,***-***-date,bad
***-***-652,K***,,,BA***,36.14,***-***-3-40,
***-***-653,,20.0,***-***-00.0,HY***,26.74,,#na#
***-***-654,H***,999.0,***-***-00.0,,67.19,***-***-5-10,excellent!!!
***-***-655,W***,40.0,***-***-00.0,LO***,26.43,***-***-date,bad
***-***-656,I***,20.0,,CH***,,***-***-1-01,
***-***-657,U***,35.0,***-***-00.0,NY***,,***-***-5-10,avg
***-***-658,B***,999.0,***-***-00.0,MU***,94.33,***-***-1-01,
***-***-659,Q***,40.0,***-***-00.0,CH***,44.5,***-***-date,#na#
***-***-660,R***,20.0,***-***-00.0,,7.18,***-***-1-01,avg
***-***-661,P***,999.0,***-***-00.0,BA***,46.1,***-***-1-01,#na#
***-***-662,Z***,-5.0,***-***-00.0,DE***,46.54,***-***-3-40,#na#
***-***-663,C***,30.0,***-***-00.0,LO***,12.75,***-***-3-40,#na#
***-***-664,Q***,30.0,***-***-00.0,MU***,,***-***-5-10,good
***-***-665,I***,,***-***-00.0,LO***,3.46,***-***-5-10,bad
***-***-666,V***,-5.0,***-***-00.0,,41.85,***-***-date,excellent!!!
***-***-667,S***,30.0,***-***-00.0,MU***,3.48,***-***-1-01,bad
***-***-668,D***,35.0,***-***-00.0,,41.77,***-***-date,excellent!!!
***-***-669,H***,25.0,***-***-00.0,MU***,4.43,***-***-1-01,???
***-***-670,O***,30.0,***-***-00.0,NY***,95.85,***-***-1-01,good
***-***-671,V***,25.0,***-***-00.0,PU***,14.95,***-***-5-10,#na#
***-***-672,R***,20.0,***-***-00.0,HY***,30.77,***-***-1-01,
***-***-673,S***,-5.0,***-***-00.0,,44.11,***-***-date,avg
***-***-674,J***,30.0,,DE***,15.89,***-***-1-01,#na#
***-***-675,O***,999.0,***-***-00.0,KO***,32.0,***-***-date,#na#
***-***-676,Y***,40.0,***-***-00.0,HY***,85.03,,excellent!!!
***-***-677,V***,30.0,***-***-00.0,DE***,73.28,,excellent!!!
***-***-678,W***,-5.0,,HY***,83.8,***-***-5-10,???
***-***-679,,30.0,***-***-00.0,PU***,78.8,,#na#
***-***-680,Y***,,,NY***,63.26,***-***-date,
***-***-681,Y***,25.0,***-***-00.0,MU***,75.84,***-***-5-10,???
***-***-682,G***,999.0,***-***-00.0,LO***,2.49,***-***-3-40,#na#
***-***-683,U***,20.0,***-***-00.0,BA***,57.25,***-***-5-10,bad
***-***-684,P***,999.0,***-***-00.0,NY***,78.52,***-***-1-01,avg
***-***-685,I***,40.0,***-***-00.0,MU***,57.77,***-***-1-01,???
***-***-686,D***,-5.0,***-***-00.0,PU***,45.96,***-***-1-01,excellent!!!
***-***-687,Z***,-5.0,***-***-00.0,KO***,53.06,***-***-1-01,avg
***-***-688,O***,25.0,***-***-00.0,NY***,52.16,***-***-1-01,avg
***-***-689,B***,999.0,***-***-00.0,PU***,89.76,,avg
***-***-690,I***,,***-***-00.0,BA***,61.81,***-***-3-40,avg
***-***-691,,35.0,***-***-00.0,BA***,93.35,***-***-5-10,#na#
***-***-692,T***,,***-***-00.0,CH***,20.38,,bad
***-***-693,U***,40.0,***-***-00.0,MU***,56.21,***-***-3-40,excellent!!!
***-***-694,J***,35.0,,BA***,15.15,***-***-1-01,avg
***-***-695,Q***,40.0,***-***-00.0,NY***,44.15,***-***-3-40,#na#
***-***-696,T***,999.0,***-***-00.0,DE***,19.86,***-***-1-01,good
***-***-697,V***,40.0,***-***-00.0,HY***,77.22,***-***-1-01,avg
***-***-698,I***,20.0,***-***-00.0,HY***,14.73,***-***-5-10,good
***-***-699,D***,,,CH***,58.82,***-***-1-01,avg
***-***-700,P***,-5.0,***-***-00.0,MU***,71.31,***-***-date,excellent!!!
***-***-701,U***,25.0,***-***-00.0,,22.19,,???
***-***-702,S***,25.0,***-***-00.0,KO***,37.89,***-***-3-40,#na#
***-***-703,U***,-5.0,***-***-00.0,BA***,46.22,***-***-date,
***-***-704,I***,25.0,***-***-00.0,LO***,65.57,,avg
***-***-705,W***,-5.0,***-***-00.0,HY***,49.96,***-***-5-10,bad
***-***-706,Q***,-5.0,,PU***,86.53,***-***-date,
***-***-707,M***,20.0,***-***-00.0,PU***,15.29,***-***-1-01,
***-***-708,I***,-5.0,***-***-00.0,,17.4,***-***-3-40,bad
***-***-709,Z***,999.0,***-***-00.0,CH***,74.57,***-***-5-10,
***-***-710,R***,35.0,,KO***,49.0,***-***-3-40,excellent!!!
***-***-711,G***,30.0,***-***-00.0,BA***,46.73,***-***-date,???
***-***-712,W***,30.0,***-***-00.0,BA***,68.14,,avg
***-***-713,M***,35.0,***-***-00.0,BA***,,,???
***-***-714,J***,-5.0,***-***-00.0,CH***,66.0,***-***-date,avg
***-***-715,U***,35.0,***-***-00.0,KO***,91.85,***-***-3-40,excellent!!!
***-***-716,P***,30.0,***-***-00.0,BA***,97.51,***-***-5-10,bad
***-***-717,V***,35.0,***-***-00.0,LO***,89.11,***-***-date,#na#
***-***-718,K***,,,KO***,72.12,***-***-5-10,avg
***-***-719,N***,25.0,***-***-00.0,NY***,44.23,***-***-1-01,
***-***-720,,40.0,***-***-00.0,NY***,43.09,***-***-1-01,???
***-***-721,Q***,30.0,***-***-00.0,KO***,13.24,***-***-date,good
***-***-722,V***,35.0,***-***-00.0,KO***,,***-***-5-10,bad
***-***-723,T***,,***-***-00.0,NY***,58.11,***-***-1-01,#na#
***-***-724,K***,40.0,***-***-00.0,LO***,68.26,***-***-1-01,
***-***-725,A***,40.0,***-***-00.0,KO***,,***-***-3-40,avg
***-***-726,L***,35.0,***-***-00.0,HY***,,***-***-date,#na#
***-***-727,F***,30.0,***-***-00.0,CH***,77.27,,avg
***-***-728,Y***,40.0,***-***-00.0,MU***,83.67,***-***-5-10,#na#
***-***-729,Y***,20.0,***-***-00.0,LO***,,,excellent!!!
***-***-730,R***,999.0,,HY***,1.43,,bad
***-***-731,K***,35.0,***-***-00.0,NY***,92.24,***-***-5-10,#na#
***-***-732,,30.0,***-***-00.0,NY***,78.44,,bad
***-***-733,A***,35.0,***-***-00.0,HY***,2.61,***-***-date,
***-***-734,Q***,25.0,***-***-00.0,NY***,51.6,***-***-1-01,#na#
***-***-735,O***,999.0,***-***-00.0,PU***,74.52,***-***-3-40,bad
***-***-736,C***,30.0,***-***-00.0,CH***,62.83,,bad
***-***-737,N***,999.0,***-***-00.0,CH***,,***-***-1-01,good
***-***-738,F***,30.0,***-***-00.0,LO***,,,???
***-***-739,U***,-5.0,***-***-00.0,PU***,35.22,***-***-1-01,bad
***-***-740,B***,20.0,***-***-00.0,,15.66,***-***-1-01,good
***-***-741,X***,999.0,***-***-00.0,NY***,93.95,***-***-5-10,#na#
***-***-742,Y***,,,DE***,97.85,***-***-3-40,
***-***-743,S***,20.0,***-***-00.0,CH***,95.79,***-***-5-10,bad
***-***-744,U***,30.0,***-***-00.0,HY***,11.31,,#na#
***-***-745,U***,25.0,,MU***,84.36,***-***-3-40,
***-***-746,P***,35.0,***-***-00.0,MU***,10.27,***-***-1-01,???
***-***-747,E***,999.0,***-***-00.0,HY***,,***-***-3-40,excellent!!!
***-***-748,J***,20.0,***-***-00.0,PU***,90.39,,good
***-***-749,R***,20.0,***-***-00.0,HY***,24.0,***-***-3-40,
***-***-750,Y***,999.0,***-***-00.0,,35.28,***-***-3-40,
***-***-751,F***,20.0,***-***-00.0,CH***,89.97,***-***-1-01,???
***-***-752,P***,35.0,***-***-00.0,LO***,25.91,***-***-1-01,excellent!!!
***-***-753,N***,25.0,***-***-00.0,PU***,80.43,***-***-date,
